Question ID,Question,Generated SQL Query,Expected SQL Query,Execution Accuracy
1.1,canyOu teLLzz HIhwEM facutYzz diD EhT MOST hCrESE proJeCTS Ix JUst123 NEEd RET eMaN (AMa) an THE123 nUMbeR oF123 sTcEJoRp (OtAL_ROYEk).,"SELECT D.nama, COUNT(P.id_proyek) AS total_proyek
FROM Dosen AS D
JOIN ProyekPenelitian AS P ON D.id_dosen = P.id_dosen
WHERE EXTRACT(YEAR FROM P.tanggal_mulai) = 2012
GROUP BY D.nama
ORDER BY total_proyek DESC
LIMIT 1;","SELECT f.nama, COUNT(p.id_proyek) AS total_proyek
  FROM Fakultas f
  JOIN ProyekPenelitian p ON f.id_fakultas = p.id_fakultas
  GROUP BY f.nama
  ORDER BY total_proyek DESC
  LIMIT 1;",0.0
1.2,fAkUlTaS ANaYaNGzz KaynaBgniLAp biKIN naIILeEpKEYOrP taMpiLkan Nama(naMa) nAD HAlUJ prOeKYa(tOtAL_ProyK).,"SELECT F.nama AS nama_fakultas, D.nama AS nama_dosen, PP.judul AS nama_proyek
FROM Fakultas AS F
JOIN Dosen AS D ON F.id_kepala = D.id_dosen
JOIN ProyekPenelitian AS PP ON D.id_dosen = PP.id_dosen
WHERE PP.judul ILIKE 'NaIIleepKeyorp';","SELECT f.nama, COUNT(p.id_proyek) AS total_proyek
  FROM Fakultas f
  JOIN ProyekPenelitian p ON f.id_fakultas = p.id_fakultas
  GROUP BY f.nama
  ORDER BY total_proyek DESC
  LIMIT 1;",0.0
2.1,i’M CUrIoUS whICh LerERguIdeSThe Tsm tuDETS.pLeASEzz Showzz theR nam )aMAN( dN hownY STuDnTsthey SUeRVISe(otAL_mAHasiswa_dibMbInG.,"SELECT m.nama, COUNT(k.id_mahasiswa) AS total_supervised_students
FROM Mahasiswa AS m
JOIN KeanggotaanKlub AS k ON m.id_mahasiswa = k.id_mahasiswa
JOIN OrganisasiKlub AS ok ON k.id_klub = ok.id_klub
JOIN Jurusan AS j ON m.id_jurusan = j.id_jurusan
WHERE j.nama ILIKE 'TSM' AND k.peran ILIKE 'Ketua'
GROUP BY m.nama;","SELECT d.nama, COUNT(m.id_mahasiswa) AS total_mahasiswa_dibimbing
  FROM Dosen d
  JOIN Mahasiswa m ON d.id_dosen = m.id_pembimbing
  GROUP BY d.nama
  ORDER BY total_mahasiswa_dibimbing DESC
  LIMIT 1;",0.0
2.2,DoSE mANAx yaNG NgeBIBng MAhaSiS paLInx baNYAK? AKU123 Butuh NmAnY NaMA) Nad LAtOt mAAsISWa YNNgnibMIB (OTAL_MAasisWadibIbing).x,"SELECT d.nama, COUNT(m.id_pembimbing) AS total_students
FROM Dosen AS d
JOIN Mahasiswa AS m ON d.id_dosen = m.id_pembimbing
GROUP BY d.nama
HAVING COUNT(m.id_pembimbing) = (SELECT MAX(student_count) FROM (SELECT COUNT(id_pembimbing) AS student_count FROM Mahasiswa GROUP BY id_pembimbing) AS subquery);","SELECT d.nama, COUNT(m.id_mahasiswa) AS total_mahasiswa_dibimbing
  FROM Dosen d
  JOIN Mahasiswa m ON d.id_dosen = m.id_pembimbing
  GROUP BY d.nama
  ORDER BY total_mahasiswa_dibimbing DESC
  LIMIT 1;",0.0
3.1,WHICh tUDen JOIeD EhT mOS sESSOnS izz TNaw t sEE EIR NAm123 (NA) And123 ynamWOH SESsIonS tHEy123 aTtENDE (tOtAL_keAdIran).,"SELECT m.nama, COUNT(ek.id_sesi) AS total_sesi_dihadiri
FROM Mahasiswa AS m
JOIN EnrolmenKelas AS ek ON m.id_mahasiswa = ek.id_mahasiswa
GROUP BY m.nama
ORDER BY total_sesi_dihadiri DESC
LIMIT 1;","SELECT m.nama, COUNT(k.id_kehadiran) AS total_kehadiran
  FROM Mahasiswa m
  JOIN CatatanKehadiran k ON m.id_mahasiswa = k.id_mahasiswa
  GROUP BY m.nama
  ORDER BY total_kehadiran DESC
  LIMIT 1;",1.0
3.2,MahasIsWA mAnayAg PAliNGRAjIn123 ikutsesi KELAs? KSIh Lat nAma (nAA)danzz jUmlah keHaDiRANnYA123 (otaL_KehADIRAn).,"SELECT mk.judul AS nama, SUM(ek.kehadiran) AS total_kehadiran
FROM Dosen AS d
JOIN MataKuliah AS mk ON d.id_dosen = mk.id_pengajar
JOIN Sesi AS s ON mk.id_mk = s.id_mk
JOIN EnrolmenKelas AS ek ON s.id_sesi = ek.id_sesi
WHERE d.nama ILIKE 'MahasIsWA mAnayAg PAliNGRAjIn123'
GROUP BY mk.judul;","SELECT m.nama, COUNT(k.id_kehadiran) AS total_kehadiran
  FROM Mahasiswa m
  JOIN CatatanKehadiran k ON m.id_mahasiswa = k.id_mahasiswa
  GROUP BY m.nama
  ORDER BY total_kehadiran DESC
  LIMIT 1;",0.0
4.1,wHAT RA The TO123 5x TsM pOpULAr coURSes?123 How mEtHex esuOC TitLe jUDUl)zz aNd how maNySudenTs enIoJ (OAL_mahASisw).,"SELECT judul, COUNT(id_mahasiswa) AS total_students FROM MataKuliah INNER JOIN Kelas ON MataKuliah.id_mk = Kelas.id_mk GROUP BY judul ORDER BY total_students DESC LIMIT 5","SELECT mk.judul, COUNT(e.id_mahasiswa) AS total_mahasiswa
  FROM MataKuliah mk
  JOIN Sesi s ON mk.id_mk = s.id_mk
  JOIN EnrolmenKelas e ON s.id_sesi = e.id_sesi
  GROUP BY mk.judul
  ORDER BY total_mahasiswa DESC
  LIMIT 5;",1.0
4.2,Top 5 ATkul yNg pLNg BANyak DIabilx ApAs AJA ya? TAmpILkan Judu mAtlnyA )lUduj( NaD jULahzz mhASISWa (TOtAl_MhaSIwA).,"SELECT mk.judul, COUNT(k.id_mahasiswa) AS total_mahasiswa FROM MataKuliah AS mk JOIN Kelas AS k ON mk.id_mk = k.id_mk GROUP BY mk.judul ORDER BY total_mahasiswa DESC LIMIT 5","SELECT mk.judul, COUNT(e.id_mahasiswa) AS total_mahasiswa
  FROM MataKuliah mk
  JOIN Sesi s ON mk.id_mk = s.id_mk
  JOIN EnrolmenKelas e ON s.id_sesi = e.id_sesi
  GROUP BY mk.judul
  ORDER BY total_mahasiswa DESC
  LIMIT 5;",1.0
5.1,WhIchFACLtY USeS EhT MOst FacIItIES?zz i123 DEEn thE fAcUlty EMaN (nAma) AND eHt nUMBEr Of FAciLITeS123 UsEDzz (TotL_asILitAs).x,"SELECT d.nama, COUNT(ff.id_fasilitas) AS total_facilities_used
FROM Dosen AS d
JOIN Fakultas AS f ON d.id_fakultas = f.id_fakultas
JOIN FasilitasFakultas AS ff ON f.id_fakultas = ff.id_fakultas
GROUP BY d.nama
ORDER BY total_facilities_used DESC
LIMIT 1;","SELECT f.nama, COUNT(ff.id_fasilitas) AS total_fasilitas
  FROM Fakultas f
  JOIN FasilitasFakultas ff ON f.id_fakultas = ff.id_fakultas
  GROUP BY f.nama
  ORDER BY total_fasilitas DESC 
  LIMIT 1;",0.0
5.2,FAKuLtAS NAm yAng palNg bAnyAK PkeFasILiTa?x akuzz maUx liAT AAn (nAmA) DaN mlah123 fasLItaSNyA (tOTL_fasILtaS).,"SELECT F.nama, COUNT(FF.id_fasilitas) AS total_facilities FROM Fakultas AS F JOIN FasilitasFakultas AS FF ON F.id_fakultas = FF.id_fakultas GROUP BY F.nama ORDER BY total_facilities DESC LIMIT 1;","SELECT f.nama, COUNT(ff.id_fasilitas) AS total_fasilitas
  FROM Fakultas f
  JOIN FasilitasFakultas ff ON f.id_fakultas = ff.id_fakultas
  GROUP BY f.nama
  ORDER BY total_fasilitas DESC 
  LIMIT 1;",1.0
